feed_id,item_id,item_key
pokemondb,https://pokemondb.net/news/325/new-trailer-at-world-vgc-reveals-new-moves-paradox-types,https://pokemondb.net/news/325/new-trailer-at-world-vgc-reveals-new-moves-paradox-types
ocketmonsters,https://www.pocketmonsters.net/news/9135,https://www.pocketmonsters.net/news/9135
ocketmonsters,https://www.pocketmonsters.net/news/9134,https://www.pocketmonsters.net/news/9134
ocketmonsters,https://www.pocketmonsters.net/news/9133,https://www.pocketmonsters.net/news/9133
ocketmonsters,https://www.pocketmonsters.net/news/9132,https://www.pocketmonsters.net/news/9132
ocketmonsters,https://www.pocketmonsters.net/news/9131,https://www.pocketmonsters.net/news/9131
ocketmonsters,https://www.pocketmonsters.net/news/9130,https://www.pocketmonsters.net/news/9130
ocketmonsters,https://www.pocketmonsters.net/news/9129,https://www.pocketmonsters.net/news/9129
ocketmonsters,https://www.pocketmonsters.net/news/9127,https://www.pocketmonsters.net/news/9127
ocketmonsters,https://www.pocketmonsters.net/news/9126,https://www.pocketmonsters.net/news/9126
ocketmonsters,https://www.pocketmonsters.net/news/9123,https://www.pocketmonsters.net/news/9123
ocketmonsters,https://www.pocketmonsters.net/news/9128,https://www.pocketmonsters.net/news/9128
ocketmonsters,https://www.pocketmonsters.net/news/9122,https://www.pocketmonsters.net/news/9122
ocketmonsters,https://www.pocketmonsters.net/news/9121,https://www.pocketmonsters.net/news/9121
ocketmonsters,https://www.pocketmonsters.net/news/9120,https://www.pocketmonsters.net/news/9120
ocketmonsters,https://www.pocketmonsters.net/news/9119,https://www.pocketmonsters.net/news/9119
ocketmonsters,https://www.pocketmonsters.net/news/9118,https://www.pocketmonsters.net/news/9118
ocketmonsters,https://www.pocketmonsters.net/news/9125,https://www.pocketmonsters.net/news/9125
ocketmonsters,https://www.pocketmonsters.net/news/9117,https://www.pocketmonsters.net/news/9117
ocketmonsters,https://www.pocketmonsters.net/news/9124,https://www.pocketmonsters.net/news/9124
ocketmonsters,https://www.pocketmonsters.net/news/9116,https://www.pocketmonsters.net/news/9116
ocketmonsters,https://www.pocketmonsters.net/news/9115,https://www.pocketmonsters.net/news/9115
ocketmonsters,https://www.pocketmonsters.net/news/9114,https://www.pocketmonsters.net/news/9114
ocketmonsters,https://www.pocketmonsters.net/news/9113,https://www.pocketmonsters.net/news/9113
ocketmonsters,https://www.pocketmonsters.net/news/9112,https://www.pocketmonsters.net/news/9112
ocketmonsters,https://www.pocketmonsters.net/news/9111,https://www.pocketmonsters.net/news/9111
pokeguardian,CBMilwFBVV95cUxPbmNUVDdKSTQ4cEM5QmZLeUdHTnQtM3N4c3pibUNyQzl0ZFVtWUV4ck1GWmVDYXN5R0pjX0tZNFpjakNaVE8wZEpaZ1ZRdDAxSm9BMHkyU000QVRwXzhyOUU4b2o1dXVKZnhzUmJfVnZxUEo5bWFWdVVtTDd0TTlNc2lRT2Y1dl91dllKaTlpRzQzRnp4OGpn,cbmilwfbvv95cuxpbmnuvddkstq4cem5qmzleudhtnqtm3n4c3pibunyqzl0zfvtwuv4ck1gwmvdyxn5r0pjx0tznfpjaknave8wzepaz1zrddaxsm9bmhkyu000qvrwxzhyouu4b2o1dxvkznhzumjfvnzxueo5bwfwdvvttdd0ttlnc2lrt2y1dl91dllkatlprzqzrnp4ogpn
pokeguardian,CBMiQ0FVX3lxTE5nTEltWmVkN3pWdEU0ZklnQ1d5UWEzQ2tfMnRaZ01yXzJzS3Y0NE54UzVBUlB4amtaeng3TjA0Z0VDSzQ,cbmiq0fvx3lxte5nteltwmvkn3pwdeu0zklnq1d5uwezq2tfmnraz01yxzjzs3y0ne54uzvbulb4amtaeng3tja0z0vdszq
pokeguardian,CBMiqwFBVV95cUxPYTBGZ1Z2YkVFamRKLUFIU0ROLUJHd216NXhwdVhWNV9ZckQ0LXlMeUh3TTNLa1phV0QtREpXMTlFWWRCcXF3elkzbmN1emlPZ3Y1WHhGS3pETWstTnNjRlkzUENDWFA1TW1HV2tScXpWRDUtbjlQdGFnRWxFdDJsVlZvZE9yWEEyME5iNXBMTXUxVDE3YnMxZVNRYTNsR1RabjV5V19kX0VOVms,cbmiqwfbvv95cuxpytbgz1z2ykvfamrklufiu0rolujhd216nxhwdvhwnv9zckq0lxlmeuh3ttnla1phv0qtrepxmtlfwwrccxf3elkzbmn1emlpz3y1whhgs3petwsttnnjrlkzuendwfa1tw1hv2tscxpwrdutbjlqdgfnrwxfddjsvlzvze9yweeyme5inxbmtxuxvde3ynmxzvnrytnsr1rabjv5v19kx0vovms
pokeguardian,CBMitAFBVV95cUxPQnUwN3JZRmg2OFdsOTZsQlptUl9vdFhBS05MTHFQalRqSFFodjB0YnM1MkJQc3BlSXlBajV4QVk0bUJVMy04OG9uS3RkSTgzcUFET3NpY3FndVN2ay1rc2gyUlJVLWY5eUJGQWh5ODQxS1A3NFRuVnJ0QVVOSndid3VsZS1FRGdoSFN1S2hfeDRIU2R6MEpjWi1WS254MHFaUjc3SFR2akhXYzkzN2oyd1JsVnM,cbmitafbvv95cuxpqnuwn3jzrmg2ofdsotzsqlptul9vdfhbs05mthfqalrqsffodjb0ynm1mkjqc3blsxlbajv4qvk0bujvmy04og9us3rkstgzcufet3npy3fndvn2ay1rc2gyuljvlwy5eujgqwh5odqxs1a3nfruvnj0qvvosndid3vszs1frgdosfn1s2hfedriu2r6mepjwi1ws254mhfaujc3sfr2akhxyzkzn2oyd1jsvnm
pokeguardian,CBMinAFBVV95cUxNME5zZ0VUR3N6Z3IwZnJ6TDNBU3NPaDR3N1BxbGUyUmswdzZjazlYbnZUamhFQXF3M0lGRnZZMkpnR1hwYU1aZDRJV1NfM2JVcFd6Nkg2NVFOckttck5UeGVuYWRoQVg0UE51NTV2U3RHdTd6aVNtZDJEVmtwZmNINU0xS1RZZHlvX2N5WDdOcEdjQWNvUk42Y1VaQjM,cbminafbvv95cuxnme5zz0vur3n6z3iwznj6tdnbu3npadr3n1bxbguyumswdzzjazlybnzuamhfqxf3m0lgrnzzmkpnr1hwyu1azdrjv1nfm2jvcfd6nkg2nvfockttck5uegvuywroqvg0ue51ntv2u3rhdtd6avntzdjevmtwzmninu0xs1rzzhlvx2n5wddocedjqwnvuk42y1vaqjm
pokeguardian,CBMivgFBVV95cUxQaDVLNTZ2eG9udWxralF4eldWSEptaDVVUFdPdExrTlRJczc0cjZjWWFWXzNQcGcxNlA0LVY2aU9ORmczUkY1dG55ODM5YU9ZSnV2enltZlRrRzlYS1dySTFsVFRtaHpHSVR5TGJrbHQ1bmhTRzFxR0FwNl9SclhCMDNBdzdEc3ltM3ZNTTNxdXZmSk5sTmpGdE03aEltc3otT3pmUGFQNG9ENHZwMEpGZDc4RDFVanlnQ3Q5N1lB,cbmivgfbvv95cuxqadvlntz2eg9udwxralf4eldwseptadvvufdpdexrtlrjczc0cjzjwwfwxznqcgcxnla0lvy2au9ormczuky1dg55odm5yu9zsnv2enltzlrrrzlys1dystfsvfrtahphsvr5tgjrbhq1bmhtrzfxr0fwnl9sclhcmdnbdzdec3ltm3znttnxdxzmsk5stmpgde03aeltc3ott3pmugfqng9enhzwmepgzdc4rdfvanlnq3q5n1lb
pokeguardian,CBMivgFBVV95cUxPYWc3bTlDZXRNSnl4QjVibm1MbUp2QzhiRzc4QVFrRFRtLWlwNlhzWktGQVRwUE1vQ0xtaEZoUUhBYzc5WDhpVWFPdS1PQ0hMdC02V2FOY3llVWNOdlhLSFRKX2p3UTNyd3NxeE1GS0NvNVJnZlVnWENZUElmZDNxNVdVZ3RCeldqNHA1ZFY2UUNtZ0VpNkd2OHpHWERHeFp3WUtHUWJfQzNhRDk1VW9LUS1Tc1RQc3M1NFBjVFZn,cbmivgfbvv95cuxpywc3btldzxrnsnl4qjvibm1mbup2qzhirzc4qvfrrfrtlwlwnlhzwktgqvrwue1vq0xtaezouuhbyzc5wdhpvwfpds1pq0hmdc02v2foy3llvwnodlhlsfrkx2p3utnyd3nxee1gs0nvnvjnzlvnwenzuelmzdnxnvdvz3rceldqnha1zfy2uuntz0vpnkd2ohphwerhefp3wuthuwjfqznhrdk1vw9lus1tc1rqc3m1nfbjvfzn
pokeguardian,CBMijAFBVV95cUxNVDdMemdFZmo5a0wtUGpKUHN0Mk53WVd4LVF4ZEFOYTBsRkI0QnZrTlVMUjhHSjU0VUVyTElkb21yMXNJQzhPUjE1NVFfZ3E1VVExZlRPNlhWdy0xZ1pXVGtvZzVkeWxGVDNVNThqX29zcjdQSEpSR2Z5SHFnTkk4eHR1bllHMDZEUWE3cw,cbmijafbvv95cuxnvddmemdfzmo5a0wtugpkuhn0mk53wvd4lvf4zefoytbsrki0qnzrtlvmujhhsju0vuvytelkb21ymxnjqzhpuje1nvffz3e1vvexzlrpnlhwdy0xz1pxvgtvzzvkewxgvdnvnthqx29zcjdqsepsr2z5shfntkk4ehr1bllhmdzeuwe3cw
pokeguardian,CBMinAFBVV95cUxNekwzTmI0QklsV2t5UUo3THRJZTdDRFZsWXozRHNQVnptNDMyV3J0Y2Z6SklFWnNvN0hyemlUYkl2aHUxV0tUT1ZIX25tZms0SUR4a2NNbERDUW5aY1BvdmFQbEJrR19tTUE3c3FkTF9nZmpwbnllMUNYYWM4X0JvM20teU1LcFlDQkpVd3UxY3FEZUUzd0cxUFp0aDM,cbminafbvv95cuxnekwztmi0qklsv2t5uuo3thrjztddrfzswxozrhnqvnptndmyv3j0y2z6sklfwnnvn0hyemluykl2ahuxv0tut1zix25tzms0sur4a2nnberduw5ay1bvdmfqbejrr19ttue3c3fktf9nzmpwbnllmunyywm4x0jvm20teu1lcfldqkpvd3uxy3fezuuzd0cxufp0adm
pokeguardian,CBMihAFBVV95cUxPOF9RdEpITExLSGdDNHVmWEhZTElaUHZtTk82RUVUVjd4ZnlOakhYWXVpUFR3Mmt1SmhBX2FwMmFqdFVyUkI5Mjlqblktb3kwVkZQdVB1VmZaakg4RGFOS3B0Y1N6aE5teWJEX3ZQNWtxNHhKSTlnaW5YSVR0dEJuU09PVVA,cbmihafbvv95cuxpof9rdepitexlsgddnhvmwehztelauhzttk82ruvuvjd4znloakhywxvpufr3mmt1smhbx2fwmmfqdfvyuki5mjlqblktb3kwvkzqdvb1vmzaakg4rgfos3b0y1n6ae5tewjex3zqnwtxnhhkstlnaw5ysvr0dejuu09pvva
pokeguardian,CBMirwFBVV95cUxNNHo5RmwtYWJSUkJsZmlZVlNyQmVNMGMtY3dwNmZjQTNsd2thRkg0bGdKMHZKWUFBMXVMTTZUelhXdUM0Qy05dnBtekpmaTZ2eHBScW4zcVJlMEtBZi01bTJGajBqSXd0ZFVWS3hoY0ZXbURlRkkzc3R0VEhaUjFiaXFHb0xBd0NhM3U4NlM4UElTYmhWZksxSXhYbVpUTTE0WEtENUxjYlBBRkk2TTZB,cbmirwfbvv95cuxnnho5rmwtywjsukjszmlzvlnyqmvnmgmty3dwnmzjqtnsd2thrkg0bgdkmhzkwufbmxvmttzuelhxdum0qy05dnbtekpmatz2ehbscw4zcvjlmetbzi01btjgajbqsxd0zfvws3hoy0zxburlrkkzc3r0vehaujfiaxfhb0xbd0nhm3u4nlm4ueltymhwzksxsxhybvputte0wetenuxjylbbrkk2ttzb
pokeguardian,CBMiswFBVV95cUxOWWZjZ2g2SV9FWnZWcldtT1h6TU5RY19JMGJXeVE3Q2dtQi1pUkdmZ2RYWGRXbVA0NU1ULWVmYnhnNE1wWkszQVBGeUV1NnN2SmFMTWpYS1M4STJWMjNpbDhrY3JfemltQ3JTMnVPM3FaSGZWWmZGWXFHd3pEZm82bFdVeWNXOTE0dUxpcW5lLVNiZEVDbWp2d0tJUEpnQ1FRakc2dVNLTHdXWTlUTkJ5X1JwMA,cbmiswfbvv95cuxowwzjz2g2sv9fwnzwcldtt1h6tu5ry19jmgjxeve3q2dtqi1pukdmz2rywgrxbva0nu1ulwvmynhnne1wwkszqvbgeuv1nnn2smfmtwpys1m4stjwmjnpbdhry3jfemltq3jtmnvpm3fasgzwwmzgwxfhd3pezm82bfdvewnxote0duxpcw5llvnizevdbwp2d0tjuepnq1frakc2dvnlthdxwtlutkj5x1jwma
pokeguardian,CBMilAFBVV95cUxNMWtMUUIyaG53TTJ4b2pJOWJqYVVpTklTY1N2MTBXTUU3N0dUVDlJZ1d0SHRGazZFVGY3TE02TFpCNHlYVUdyUHRJdVc5dDJqNElqaUpOVnB3QWFCOXctNTNWRWY0cmRSSklhSUpudFJ3cXVvb21GeE05SzF3MzNDMnJoTGhLaFdta0hfWm1CODBFWEda,cbmilafbvv95cuxnmwtmuuiyag53ttj4b2pjowjqyvvptklty1n2mtbxtuu3n0duvdljz1d0shrgazzfvgy3te02tfpcnhlyvudyuhrjdvc5ddjqnelqaupovnb3qwfcoxctntnwrwy0cmrssklhsupudfj3cxvvb21gee05szf3mzndmnjotghlafdta0hfwm1codbfweda
pokeguardian,CBMi8wFBVV95cUxPcGVsZXkxeEpWdVJ2UFM2OHdzT1I5eXZKSHQyR2swQXp5Y2FZZURHNHFlS2lwenFYd0FMWWd2eXVLQXlGWXl4aWhpRWtDV2hjaTBVRDVicTQwdXNETWVFRGpzcFpDU2xsT19HbDl2bDBWZjVBUnpyNHozWDMtbnFTVmREdjNFZkcxVHZncGltTmYxT0FwelFjYmU1OFlvMGJTUlNkSVQ2YWdTSE91WU14bC1vOUV4RzFNMkN5dUxjN0lnYXVOX1pPM09zN1d2NmJJRWQ4VDRaM1RfODJDeEpHX1B5ZWJ2dS1uOFA5ME1zbGNpcmM,cbmi8wfbvv95cuxpcgvszxkxeepwdvj2ufm2ohdzt1i5exzkshqyr2swqxp5y2fzzurhnhfls2lwenfyd0fmwwd2exvlqxlgwxl4awhprwtdv2hjatbvrdvictqwdxnetwvfrgpzcfpdu2xst19hbdl2bdbwzjvbunpynhozwdmtbnftvmredjnfzkcxvhzncglttmyxt0fwelfjymu1oflvmgjtulnksvq2ywdtse91wu14bc1vouv4rzfnmkn5duxjn0lnyxvox1ppm09zn1d2nmjjrwq4vdram1rfodjdeephx1b5zwj2ds1uofa5me1zbgnpcmm
pokeguardian,CBMijgFBVV95cUxPaE5Ta3lGcU5hRkdpbHpsUFlLMWlENFVGZjRBVVJMVGpUdGFWVUNzUXotUlZPbmpIQWE2S2M4YVRjdEtzOUpHY1FSMVpfQ214RkZoNFFYaUV1ZUZ4ZkRoVDktVk9YUU9vbnB5b2hmQ2t0NmZKY0k1c3FTTXVsQVhFZ0RNMThuMWlkV2JxT0VR,cbmijgfbvv95cuxpae5ta3lgcu5hrkdpbhpsufllmwlenfvgzjrbvvjmvgpudgfwvunzuxotulzpbmpiqwe2s2m4yvrjdetzouphy1fsmvpfq214rkzonffyauv1zuz4zkrovdktvk9yuu9vbnb5b2hmq2t0nmzky0k1c3fttxvsqvhfz0rnmthumwlkv2jxt0vr
pokeguardian,CBMijwFBVV95cUxPNnFQZ1Fob1JvczY5WkFIOXVIb3FremZfQjdnUTRSUTh3WkQ4LTlYSkN4SGZGVmpNeTNTR180RjlEbGQ0UDJkVUJOODkzOEJCU01rNENudV82aE9UY0VPbVNmWk8xOUxsX2g2VHFkeUxzWGc0ekxXS2NHcmhJUkVvZGowTDdYeUNHQWFiYjUxTQ,cbmijwfbvv95cuxpnnfqz1fob1jvczy5wkfioxvib3fremzfqjdnutrsuth3wkq4ltlyskn4sgzgvmpnetntr180rjlebgq0udjkvujoodkzoejcu01rnenudv82ae9uy0vpbvnmwk8xouxsx2g2vhfkeuxzwgc0ekxxs2nhcmhjukvvzgowtddyeunhqwfiyjuxtq
pokeguardian,CBMikgFBVV95cUxOd1o2QzZVTVQ0OW5KX1lDcmFkcWdUc2Z3VFhpS2RNYnU0SUJMQVdCdDJNTEduZ0V2d1dkdUl0UG9rYWlLRFVOemVuVXVGZ0pwR0JzMXBEaVVMaVlQMGZESmdILTYxNU9uUEFHNHZxRzBLWlR5UlUyaFlCU0lVQ1laVUtNd1VfbTZuVkZFQmtqOXJZZw,cbmikgfbvv95cuxod1o2qzzvtvq0ow5kx1ldcmfkcwduc2z3vfhps2rnynu0sujmqvdcddjnteduz0v2d1dkdul0ug9rywllrfvoemvuvxvgz0pwr0jzmxbeavvmavlqmgzesmdiltyxnu9uuefhnhzxrzblwlr5uluyaflcu0lvq1lavutnd1vfbtzuvkzfqmtqoxjzzw
pokeguardian,CBMiqgFBVV95cUxQYjdVN3ZPdW1vcHNkcV9YX3d6Qlc2YlNCSFEzc2xUN1JzNjNaeE9kZkhiNklwbGhIRzhNSm5sYTA3dE9UZy1tUVNzRjBLRW1iNzcxcWlKQkhvelJCalpPQmFkZVpwOWJuMlI4UVV2aGQ3MTVJYlBzclFuWDNmWVhKVmpvOHVqcTJWdnRBbWEwLUNGZTBoX3RRX21qVFRvakd5Sy05MkVDWmdJUQ,cbmiqgfbvv95cuxqyjdvn3zpdw1vchnkcv9yx3d6qlc2ylncsfezc2xun1jznjnaee9kzkhinklwbghirzhnsm5syta3de9uzy1tuvnzrjblrw1inzcxcwlkqkhveljcalppqmfkzvpwowjumli4uvv2agq3mtvjylbzclfuwdnmwvhkvmpvohvqctjwdnrbbwewlungztbox3rrx21qvfrvakd5sy05mkvdwmdjuq
pokeguardian,CBMijgFBVV95cUxNNTBScVVDODdidWh3OGVCektlcHZhVHJ5X3Q5NVFBOEpZdTNBdmtnUzBESHhjRHZTMjAtVnBuNWw4VEYxMkRXdDBhTXZDWlVXd3lxVnpRbUtnSW50RVBKOW42VXZnVnZjRWtjLVdFVEcxaXBMemlaMUxfWE9Ic1dOb0hoaC12Y21GSnhvNG1B,cbmijgfbvv95cuxnntbscvvdoddidwh3ogvcektlchzhvhj5x3q5nvfboepzdtnbdmtnuzbeshhjrhztmjatvnbunww4veyxmkrxddbhtxzdwlvxd3lxvnprbutnsw50rvbkow42vxznvnzjrwtjlvdfvecxaxbmemlamuxfwe9ic1dob0hoac12y21gsnhvng1b
pokeguardian,CBMikAFBVV95cUxOX0RBak4xRV9zaVlrU3Fkb1N5Umd4UTI3eWNKREN3TzlQelNRWHZ4Vk9IMjdHOF9Lal9iUEFmUVdXTTRJUjdaNmhiNXkxM2tJRDV4cjZDdWxPSW1KeWJvaTlLWDMxaFVmZUpKWlRmZmpwaUJpWHF6UkxlaVdLMERxbzFMU3hvQlNfY3MwMDVQU2k,cbmikafbvv95cuxox0rbak4xrv9zavlru3fkb1n5umd4uti3ewnkren3tzlqelnrwhz4vk9imjdhof9lal9iuefmuvdxttrjujdanmhinxkxm2tjrdv4cjzddwxpsw1kewjvatllwdmxafvmzupkwlrmzmpwaujpwhf6ukxlavdlmerxbzfmu3hvqlnfy3mwmdvqu2k
pokeguardian,CBMikgFBVV95cUxNNUxXRU1wblhjcGtVcXZpa3hUTUFJV0g5aU9DaGQ2TkhXWEFlRXhnSTRmSFVUdktQbERNRjFGSklwNWlYZXRuQ2JHdTlzODJlTXhnUC1HZExSR2YzMHZWb0JnNVZPUnpSbTI2aG10NmRyVFRQaHI5MWdZcDdEcTVpY1lHOGl0OE5ReXItM1RaMnR4dw,cbmikgfbvv95cuxnnuxxru1wblhjcgtvcxzpa3hutufjv0g5au9dagq2tkhxweflrxhnstrmsfvudktqbernrjfgsklwnwlyzxruq2jhdtlzodjltxhnuc1hzexsr2yzmhzwb0jnnvzpunpsbti2ag10nmryvfrqahi5mwdzcddectvpy1lhogl0oe5rexitm1ramnr4dw
pokeguardian,CBMigwFBVV95cUxQLXFaZ1o2UkY2YnQ5d2kzZFFFSkZNNGhaZ2FOQmJZSFFMOEcyd2t2SUR4SVRQNnVURjNGcHJYZG9UeW9JNWFNaWpkNXY1QVhIWU41UGZ5dGtNMmdhVDZyVkY4LVhteWtMbWdiWFNscUM0Z2VZNFJPd1c3ckFydGU4UGNhNA,cbmigwfbvv95cuxqlxfaz1o2uky2ynq5d2kzzfffskznnghaz2foqmjzsffmoecyd2t2sur4svrqnnvurjngchjyzg9uew9jnwfnawpknxy1qvhiwu41ugz5dgtnmmdhvdzyvky4lvhtewtmbwdiwfnscum0z2vznfjpd1c3ckfydgu4ugnhna
pokeguardian,CBMihAFBVV95cUxNdFpwOGZxOTROS0p0ZTNXcmx4a19QbjRVQ3VnN3NZNl9fUE5TYnlxNExycHV1R3FTZ0UzY2hxWjQ0TnN3dHBRSFRLbzBUZGxJUjdGNHI5VDRCXzQ5clhVWDhHeW5za0JTdWt6VzZZRDE1MG43dnI2RGtvbTZHYlJKa2cwd18,cbmihafbvv95cuxndfpwogzxotros0p0ztnxcmx4a19qbjrvq3vnn3nznl9fue5tynlxnexychv1r3ftz0uzy2hxwjq0tnn3dhbrsfrlbzbuzgxjujdgnhi5vdrcxzq5clhvwdhhew5za0jtdwt6vzzzrde1mg43dni2rgtvbtzhyljka2cwd18
pokeguardian,CBMijgFBVV95cUxPVm1BYWZMU2JzMG02cWRfdkNEaU9OOV9jSDJ6VUNXT2lTQ2RRNUV3amRpWDRER3J6aHRmdFhOV0ZjOTdqUEF1ZWJVb1pNUjYzaFJrVmtubDdDeklhOXNGMW1WQU03Nnp5bWZ4WWpjSXhEX045Ukx6M09CSEQ0cC1lQk1RUjkzMjV3OWRMMGNn,cbmijgfbvv95cuxpvm1bywzmu2jzmg02cwrfdkneau9oov9jsdj6vunxt2ltq2rrnuv3amrpwdrer3j6ahrmdfhov0zjotdquef1zwjvb1pnujyzafjrvmtubdddeklhoxngmw1wqu03nnp5bwz4wwpjsxhex045ukx6m09cseq0cc1lqk1rujkzmjv3owrmmgnn
pokeguardian,CBMikAFBVV95cUxOLVpMV2p1MDZyRkZxa0F1NXJYa0NPYWhfWEtlZjJkUmxhb0JLd3ktQnp6MnFQcXptbkZncHVIbGIyWmU2WmFfaHhTbFV3S0d5eU1UYmJPdjZtMkNGelozYW11WTBkVlhKMWR3UjJFWXd1SFp3QjJXZlUwTGVZUi1BYUhQUWs0dEJBSHFNUFlUVmQ,cbmikafbvv95cuxolvpmv2p1mdzyrkzxa0f1nxjya0npywhfwetlzjjkumxhb0jld3ktqnp6mnfqcxptbkznchvibgiywmu2wmffahhtbfv3s0d5eu1uymjpdjztmkngelozyw11wtbkvlhkmwr3ujjfwxd1sfp3qjjxzluwtgvzui1byuhquws0dejbshfnufluvmq
tcgplayer,CBMiP0FVX3lxTE5Qdkc0VU1zZ3hnNFlkNjBGdDFVQm44a3NWbHlvQ0RrZUc0NUcydUxwdTFJTjJJNDVyRkZxcDU0WQ,cbmip0fvx3lxte5qdkc0vu1zz3hnnflknjbgddfvqm44a3nwbhlvq0rrzuc0nucyduxwdtfjtjjjndvyrkzxcdu0wq
tcgplayer,CBMifEFVX3lxTE5HYVJPMWJKSy1LVkpEbWdjWVBnMWN5N3FJX1pKV1hVWGlETHNGTzJYMGRRVkltMDR0RERiam93bmRVYklkYVowY3FRQTRsRWZHUTlFcWQ1LWFIVzV2LWc2SXZ2dG5lN2hFQ0U4cjM1WEdvMjhXZ21ORjJSc2s,cbmifefvx3lxte5hyvjpmwjksy1lvkpebwdjwvbnmwn5n3fjx1pkv1hvwglethngtzjymgrrvkltmdr0reriam93bmrvyklkyvowy3frqtrsrwzhutlfcwq1lwfivzv2lwc2sxz2dg5ln2hfq0u4cjm1wedvmjhxz21orjjsc2s
